| 岗位 | 区域 | 薪资 | 年限信息 | 公司名称 | 公司信息 | 链接 |
| 测试工程师（嵌入式、FPGA) | 沈阳 | 18-25K | 3-5年本科 | 某大型航空公司 | 铁路/船舶/航空/航天制造100-499人 | https://www.zhipin.com/job_detail/0f99db0488164c181HJ829S5GVpW.html |
| 实施工程师 | 沈阳·浑南区·桃仙 | 3-8K | 1-3年本科 | 锐达医疗 | 互联网天使轮20-99人 | https://www.zhipin.com/job_detail/d9811b6382c9d1820XV9292_EVY~.html |
| 软件开发工程师 | 沈阳·和平区·三好街 | 8-12K | 1-3年本科 | 北京芊慧 | 互联网A轮100-499人 | https://www.zhipin.com/job_detail/0d481326eb5dedf71XB-3Nq8F1tU.html |
| 安卓开发工程师 | 沈阳 | 20-21K | 经验不限本科 | 某知名汽车研发公司 | 汽车研发/制造未融资1000-9999人 | https://www.zhipin.com/job_detail/c6252e393c38eae91XN_0t-8EVdY.html |
| 通用软件开发工程师 | 沈阳·浑南区·白塔 | 15-30K·14薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/99a7706fdf4d9a001Hd82N25ElFY.html |
| 物联网运维工程师 | 沈阳·铁西区·大潘 | 6-9K | 5-10年大专 | 信华信沈阳 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/4c1fa7f10924f9e21Hx539m_EFFY.html |
| 计算机视觉算法工程师 | 沈阳·沈北新区·道义 | 5-10K | 3-5年大专 | 沈阳西派博科技术 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/7ee8b1f402b4d26e1HZ82920FltQ.html |
| 数据库工程师 | 沈阳·大东区·洮昌 | 6-10K | 3-5年本科 | 星翼信息 | 计算机服务20-99人 | https://www.zhipin.com/job_detail/3e4cd096343fdd3c1HF929S1ElZZ.html |
| 智能座舱开发工程师 | 沈阳·浑南区·白塔 | 10-15K | 经验不限大专 | 华宇软件 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/e1c42020de6a03d51HN70t24GVBX.html |
| Android应用开发工程师 | 沈阳·浑南区·白塔 | 11-20K | 3-5年本科 | 沈阳国际软件园 | 房地产中介/租赁100-499人 | https://www.zhipin.com/job_detail/78627f23055601251HNz3ti6FlBQ.html |
| 研发项目经理 | 沈阳·浑南区·桃仙 | 15-25K·14薪 | 5-10年本科 | 金睛云华 | 信息安全B轮100-499人 | https://www.zhipin.com/job_detail/16303eaffd4847bf1XJ_29q6GFdR.html |
| 对日开发经理（非外包业务，自研型产品） | 沈阳 | 20-25K·14薪 | 5-10年本科 | 中新软件 | 计算机软件未融资100-499人 | https://www.zhipin.com/job_detail/6749992c1e6937ca1XB73dq8FFBS.html |
| 驻日BSE | 沈阳·浑南区·白塔 | 9-14K | 经验不限本科 | 东软集团 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/2c7a7c55ad0df7451HNy2tq_FltW.html |
